seq,project,title,file,line,expected_result,actual_result,status,duration_ms,screenshot_paths
11,,"TC-WR-002 | Root host | Expected: kg-staging","D:\Meta implementations\E2e after Bugs Fixes\tests\02-workspace-root.spec.ts",11,"Expected: kg-staging","OK",passed,8083,"D:\Meta implementations\E2e after Bugs Fixes\test-results\02-workspace-root-Workspac-a4eb8-ot-host-Expected-kg-staging-chromium\test-finished-1.png"
12,,"TC-WR-003 | Slug in URL | Expected: /test","D:\Meta implementations\E2e after Bugs Fixes\tests\02-workspace-root.spec.ts",16,"Expected: /test","OK",passed,8269,"D:\Meta implementations\E2e after Bugs Fixes\test-results\02-workspace-root-Workspac-49126-3-Slug-in-URL-Expected-test-chromium\test-finished-1.png"
13,,"TC-WR-004 | Redirect or shell | Expected: Body visible","D:\Meta implementations\E2e after Bugs Fixes\tests\02-workspace-root.spec.ts",21,"Expected: Body visible","OK",passed,8027,"D:\Meta implementations\E2e after Bugs Fixes\test-results\02-workspace-root-Workspac-6513c-shell-Expected-Body-visible-chromium\test-finished-1.png"
14,,"TC-WR-005 | Navigate to dashboard from root | Expected: Dashboard reachable","D:\Meta implementations\E2e after Bugs Fixes\tests\02-workspace-root.spec.ts",26,"Expected: Dashboard reachable","OK",passed,9893,"D:\Meta implementations\E2e after Bugs Fixes\test-results\02-workspace-root-Workspac-ce698-xpected-Dashboard-reachable-chromium\test-finished-1.png"
15,,"TC-WR-006 | No login form after session | Expected: No visible password","D:\Meta implementations\E2e after Bugs Fixes\tests\02-workspace-root.spec.ts",37,"Expected: No visible password","OK",passed,8407,"D:\Meta implementations\E2e after Bugs Fixes\test-results\02-workspace-root-Workspac-d1688-xpected-No-visible-password-chromium\test-finished-1.png"
16,,"TC-CL-001 | Page loads | Expected: HTTP success","D:\Meta implementations\E2e after Bugs Fixes\tests\03-chat-logs.spec.ts",6,"Expected: HTTP success","OK",passed,3110,"D:\Meta implementations\E2e after Bugs Fixes\test-results\03-chat-logs-Chat-logs-—-S-94c5c-loads-Expected-HTTP-success-chromium\test-finished-1.png"
17,,"TC-CL-002 | Host correct | Expected: kg-staging","D:\Meta implementations\E2e after Bugs Fixes\tests\03-chat-logs.spec.ts",12,"Expected: kg-staging","OK",passed,8511,"D:\Meta implementations\E2e after Bugs Fixes\test-results\03-chat-logs-Chat-logs-—-S-15071-correct-Expected-kg-staging-chromium\test-finished-1.png"
18,,"TC-CL-003 | URL chat-logs | Expected: path match","D:\Meta implementations\E2e after Bugs Fixes\tests\03-chat-logs.spec.ts",17,"Expected: path match","OK",passed,8541,"D:\Meta implementations\E2e after Bugs Fixes\test-results\03-chat-logs-Chat-logs-—-S-494bf-at-logs-Expected-path-match-chromium\test-finished-1.png"
19,,"TC-CL-004 | Chat / log context | Expected: Keyword in page","D:\Meta implementations\E2e after Bugs Fixes\tests\03-chat-logs.spec.ts",22,"Expected: Keyword in page","OK",passed,8330,"D:\Meta implementations\E2e after Bugs Fixes\test-results\03-chat-logs-Chat-logs-—-S-b61a8-xt-Expected-Keyword-in-page-chromium\test-finished-1.png"
20,,"TC-CL-005 | Start a Conversation control | Expected: Button or link visible","D:\Meta implementations\E2e after Bugs Fixes\tests\03-chat-logs.spec.ts",28,"Expected: Button or link visible","OK",passed,8232,"D:\Meta implementations\E2e after Bugs Fixes\test-results\03-chat-logs-Chat-logs-—-S-fa8f7-cted-Button-or-link-visible-chromium\test-finished-1.png"
21,,"TC-CL-006 | Click Start conversation | Expected: Dialog drawer or route change","D:\Meta implementations\E2e after Bugs Fixes\tests\03-chat-logs.spec.ts",36,"Expected: Dialog drawer or route change","OK",passed,8414,"D:\Meta implementations\E2e after Bugs Fixes\test-results\03-chat-logs-Chat-logs-—-S-14b32-alog-drawer-or-route-change-chromium\test-finished-1.png"
22,,"TC-CL-007 | Table or empty state | Expected: Grid or empty text","D:\Meta implementations\E2e after Bugs Fixes\tests\03-chat-logs.spec.ts",46,"Expected: Grid or empty text","OK",passed,8567,"D:\Meta implementations\E2e after Bugs Fixes\test-results\03-chat-logs-Chat-logs-—-S-b9cb6-Expected-Grid-or-empty-text-chromium\test-finished-1.png"
23,,"TC-CL-008 | Search or filter | Expected: Input or button","D:\Meta implementations\E2e after Bugs Fixes\tests\03-chat-logs.spec.ts",52,"Expected: Input or button","OK",passed,8360,"D:\Meta implementations\E2e after Bugs Fixes\test-results\03-chat-logs-Chat-logs-—-S-2d86d-er-Expected-Input-or-button-chromium\test-finished-1.png"
24,,"TC-BV-001 | Page loads | Expected: HTTP success","D:\Meta implementations\E2e after Bugs Fixes\tests\04-banned-visitors.spec.ts",6,"Expected: HTTP success","OK",passed,2586,"D:\Meta implementations\E2e after Bugs Fixes\test-results\04-banned-visitors-Banned--db8ba-loads-Expected-HTTP-success-chromium\test-finished-1.png"
25,,"TC-BV-002 | URL path | Expected: banned-visitors","D:\Meta implementations\E2e after Bugs Fixes\tests\04-banned-visitors.spec.ts",12,"Expected: banned-visitors","OK",passed,8121,"D:\Meta implementations\E2e after Bugs Fixes\test-results\04-banned-visitors-Banned--98a66-th-Expected-banned-visitors-chromium\test-finished-1.png"
26,,"TC-BV-003 | Ban IP context | Expected: Ban or IP wording","D:\Meta implementations\E2e after Bugs Fixes\tests\04-banned-visitors.spec.ts",17,"Expected: Ban or IP wording","OK",passed,9145,"D:\Meta implementations\E2e after Bugs Fixes\test-results\04-banned-visitors-Banned--1ab03--Expected-Ban-or-IP-wording-chromium\test-finished-1.png"
27,,"TC-BV-004 | Ban IP Address entry | Expected: Button or link","D:\Meta implementations\E2e after Bugs Fixes\tests\04-banned-visitors.spec.ts",23,"Expected: Button or link","OK",passed,8662,"D:\Meta implementations\E2e after Bugs Fixes\test-results\04-banned-visitors-Banned--47cf6-try-Expected-Button-or-link-chromium\test-finished-1.png"
28,,"TC-BV-005 | Open ban form | Expected: IP input or dialog","D:\Meta implementations\E2e after Bugs Fixes\tests\04-banned-visitors.spec.ts",29,"Expected: IP input or dialog","OK",passed,8720,"D:\Meta implementations\E2e after Bugs Fixes\test-results\04-banned-visitors-Banned--6c529-Expected-IP-input-or-dialog-chromium\test-finished-1.png"
29,,"TC-BV-006 | Host | Expected: kg-staging","D:\Meta implementations\E2e after Bugs Fixes\tests\04-banned-visitors.spec.ts",42,"Expected: kg-staging","OK",passed,8303,"D:\Meta implementations\E2e after Bugs Fixes\test-results\04-banned-visitors-Banned--d6b39-06-Host-Expected-kg-staging-chromium\test-finished-1.png"
30,,"TC-AC-001 | Page loads | Expected: HTTP success","D:\Meta implementations\E2e after Bugs Fixes\tests\05-agent-control.spec.ts",6,"Expected: HTTP success","OK",passed,7568,"D:\Meta implementations\E2e after Bugs Fixes\test-results\05-agent-control-Agent-con-f58da-loads-Expected-HTTP-success-chromium\test-finished-1.png"
31,,"TC-AC-002 | URL agent-control | Expected: path","D:\Meta implementations\E2e after Bugs Fixes\tests\05-agent-control.spec.ts",11,"Expected: path","OK",passed,8371,"D:\Meta implementations\E2e after Bugs Fixes\test-results\05-agent-control-Agent-con-d5530-agent-control-Expected-path-chromium\test-finished-1.png"
32,,"TC-AC-003 | Agent / control wording | Expected: Topic visible","D:\Meta implementations\E2e after Bugs Fixes\tests\05-agent-control.spec.ts",16,"Expected: Topic visible","OK",passed,8430,"D:\Meta implementations\E2e after Bugs Fixes\test-results\05-agent-control-Agent-con-9399b-ding-Expected-Topic-visible-chromium\test-finished-1.png"
33,,"TC-AC-004 | Save button | Expected: Save or Update visible","D:\Meta implementations\E2e after Bugs Fixes\tests\05-agent-control.spec.ts",22,"Expected: Save or Update visible","OK",passed,8702,"D:\Meta implementations\E2e after Bugs Fixes\test-results\05-agent-control-Agent-con-122d3-cted-Save-or-Update-visible-chromium\test-finished-1.png"
34,,"TC-AC-005 | Cancel button | Expected: Cancel or Discard","D:\Meta implementations\E2e after Bugs Fixes\tests\05-agent-control.spec.ts",28,"Expected: Cancel or Discard","OK",passed,8345,"D:\Meta implementations\E2e after Bugs Fixes\test-results\05-agent-control-Agent-con-ab585--Expected-Cancel-or-Discard-chromium\test-finished-1.png"
35,,"TC-AC-006 | Toggle or input | Expected: Form control","D:\Meta implementations\E2e after Bugs Fixes\tests\05-agent-control.spec.ts",35,"Expected: Form control","OK",passed,8770,"D:\Meta implementations\E2e after Bugs Fixes\test-results\05-agent-control-Agent-con-b3602-input-Expected-Form-control-chromium\test-finished-1.png"
36,,"TC-WD-001 | Page loads | Expected: Success","D:\Meta implementations\E2e after Bugs Fixes\tests\06-website-data.spec.ts",6,"Expected: Success","OK",passed,11338,"D:\Meta implementations\E2e after Bugs Fixes\test-results\06-website-data-Website-da-ff7a1-Page-loads-Expected-Success-chromium\test-finished-1.png"
37,,"TC-WD-002 | URL website-data | Expected: path","D:\Meta implementations\E2e after Bugs Fixes\tests\06-website-data.spec.ts",11,"Expected: path","OK",passed,8462,"D:\Meta implementations\E2e after Bugs Fixes\test-results\06-website-data-Website-da-c0f62--website-data-Expected-path-chromium\test-finished-1.png"
38,,"TC-WD-003 | Website / crawl wording | Expected: Keywords","D:\Meta implementations\E2e after Bugs Fixes\tests\06-website-data.spec.ts",16,"Expected: Keywords","OK",passed,10762,"D:\Meta implementations\E2e after Bugs Fixes\test-results\06-website-data-Website-da-68717-l-wording-Expected-Keywords-chromium\test-finished-1.png"
39,,"TC-WD-004 | Save control | Expected: Save button","D:\Meta implementations\E2e after Bugs Fixes\tests\06-website-data.spec.ts",22,"Expected: Save button","OK",passed,11522,"D:\Meta implementations\E2e after Bugs Fixes\test-results\06-website-data-Website-da-51bb9-ontrol-Expected-Save-button-chromium\test-finished-1.png"
40,,"TC-WD-005 | Crawl control | Expected: Crawl button or link","D:\Meta implementations\E2e after Bugs Fixes\tests\06-website-data.spec.ts",28,"Expected: Crawl button or link","OK",passed,10448,"D:\Meta implementations\E2e after Bugs Fixes\test-results\06-website-data-Website-da-5c200-pected-Crawl-button-or-link-chromium\test-finished-1.png"
41,,"TC-WD-006 | URL input or form | Expected: Textbox","D:\Meta implementations\E2e after Bugs Fixes\tests\06-website-data.spec.ts",34,"Expected: Textbox","OK",passed,12128,"D:\Meta implementations\E2e after Bugs Fixes\test-results\06-website-data-Website-da-21dfd-ut-or-form-Expected-Textbox-chromium\test-finished-1.png"
42,,"TC-CT-001 | Page loads | Expected: Success","D:\Meta implementations\E2e after Bugs Fixes\tests\07-contacts.spec.ts",6,"Expected: Success","OK",passed,8418,"D:\Meta implementations\E2e after Bugs Fixes\test-results\07-contacts-Contacts-—-Wha-d3b85-Page-loads-Expected-Success-chromium\test-finished-1.png"
43,,"TC-CT-002 | URL contacts | Expected: path","D:\Meta implementations\E2e after Bugs Fixes\tests\07-contacts.spec.ts",11,"Expected: path","OK",passed,8231,"D:\Meta implementations\E2e after Bugs Fixes\test-results\07-contacts-Contacts-—-Wha-626fa--URL-contacts-Expected-path-chromium\test-finished-1.png"
44,,"TC-CT-003 | Contact wording | Expected: Keyword","D:\Meta implementations\E2e after Bugs Fixes\tests\07-contacts.spec.ts",16,"Expected: Keyword","OK",passed,8331,"D:\Meta implementations\E2e after Bugs Fixes\test-results\07-contacts-Contacts-—-Wha-50ed4-ct-wording-Expected-Keyword-chromium\test-finished-1.png"
45,,"TC-CT-004 | WhatsApp link or tab | Expected: WhatsApp mention","D:\Meta implementations\E2e after Bugs Fixes\tests\07-contacts.spec.ts",22,"Expected: WhatsApp mention","OK",passed,8165,"D:\Meta implementations\E2e after Bugs Fixes\test-results\07-contacts-Contacts-—-Wha-a5570-b-Expected-WhatsApp-mention-chromium\test-finished-1.png"
46,,"TC-CT-005 | Refresh control | Expected: Refresh button","D:\Meta implementations\E2e after Bugs Fixes\tests\07-contacts.spec.ts",28,"Expected: Refresh button","OK",passed,8443,"D:\Meta implementations\E2e after Bugs Fixes\test-results\07-contacts-Contacts-—-Wha-44a1e-rol-Expected-Refresh-button-chromium\test-finished-1.png"
47,,"TC-CT-006 | Table or list | Expected: List region","D:\Meta implementations\E2e after Bugs Fixes\tests\07-contacts.spec.ts",33,"Expected: List region","OK",passed,8500,"D:\Meta implementations\E2e after Bugs Fixes\test-results\07-contacts-Contacts-—-Wha-efcdc-r-list-Expected-List-region-chromium\test-finished-1.png"
48,,"TC-PR-001 | Page loads | Expected: Success","D:\Meta implementations\E2e after Bugs Fixes\tests\08-pricing.spec.ts",6,"Expected: Success","OK",passed,8520,"D:\Meta implementations\E2e after Bugs Fixes\test-results\08-pricing-Pricing-TC-PR-001-Page-loads-Expected-Success-chromium\test-finished-1.png"
49,,"TC-PR-002 | URL pricing | Expected: path","D:\Meta implementations\E2e after Bugs Fixes\tests\08-pricing.spec.ts",11,"Expected: path","OK",passed,9371,"D:\Meta implementations\E2e after Bugs Fixes\test-results\08-pricing-Pricing-TC-PR-002-URL-pricing-Expected-path-chromium\test-finished-1.png"
50,,"TC-PR-003 | Pricing / plan wording | Expected: Plan or price","D:\Meta implementations\E2e after Bugs Fixes\tests\08-pricing.spec.ts",16,"Expected: Plan or price","OK",passed,8401,"D:\Meta implementations\E2e after Bugs Fixes\test-results\08-pricing-Pricing-TC-PR-0-efba9-ding-Expected-Plan-or-price-chromium\test-finished-1.png"
51,,"TC-PR-004 | CTA or card | Expected: Button or plan card","D:\Meta implementations\E2e after Bugs Fixes\tests\08-pricing.spec.ts",22,"Expected: Button or plan card","OK",passed,8491,"D:\Meta implementations\E2e after Bugs Fixes\test-results\08-pricing-Pricing-TC-PR-0-94a9d-xpected-Button-or-plan-card-chromium\test-finished-1.png"
52,,"TC-PR-005 | No fatal blank | Expected: Substantial body","D:\Meta implementations\E2e after Bugs Fixes\tests\08-pricing.spec.ts",29,"Expected: Substantial body","OK",passed,8058,"D:\Meta implementations\E2e after Bugs Fixes\test-results\08-pricing-Pricing-TC-PR-0-dd63f-k-Expected-Substantial-body-chromium\test-finished-1.png"
53,,"TC-WA-001 | Page loads | Expected: Success","D:\Meta implementations\E2e after Bugs Fixes\tests\09-channels-whatsapp.spec.ts",6,"Expected: Success","OK",passed,7892,"D:\Meta implementations\E2e after Bugs Fixes\test-results\09-channels-whatsapp-Chann-23e14-Page-loads-Expected-Success-chromium\test-finished-1.png"
54,,"TC-WA-002 | URL whatsapp channel | Expected: path","D:\Meta implementations\E2e after Bugs Fixes\tests\09-channels-whatsapp.spec.ts",11,"Expected: path","OK",passed,8095,"D:\Meta implementations\E2e after Bugs Fixes\test-results\09-channels-whatsapp-Chann-15031-tsapp-channel-Expected-path-chromium\test-finished-1.png"
55,,"TC-WA-003 | WhatsApp channel wording | Expected: WhatsApp","D:\Meta implementations\E2e after Bugs Fixes\tests\09-channels-whatsapp.spec.ts",16,"Expected: WhatsApp","OK",passed,8148,"D:\Meta implementations\E2e after Bugs Fixes\test-results\09-channels-whatsapp-Chann-9581a-l-wording-Expected-WhatsApp-chromium\test-finished-1.png"
56,,"TC-WA-004 | Add Account control | Expected: Button or link","D:\Meta implementations\E2e after Bugs Fixes\tests\09-channels-whatsapp.spec.ts",21,"Expected: Button or link","OK",passed,8224,"D:\Meta implementations\E2e after Bugs Fixes\test-results\09-channels-whatsapp-Chann-cc5ee-rol-Expected-Button-or-link-chromium\test-finished-1.png"
57,,"TC-WA-005 | Click Add Account | Expected: Dialog or navigate","D:\Meta implementations\E2e after Bugs Fixes\tests\09-channels-whatsapp.spec.ts",29,"Expected: Dialog or navigate","OK",passed,8515,"D:\Meta implementations\E2e after Bugs Fixes\test-results\09-channels-whatsapp-Chann-6b388-Expected-Dialog-or-navigate-chromium\test-finished-1.png"
58,,"TC-WA-006 | Manage or status region | Expected: Section visible","D:\Meta implementations\E2e after Bugs Fixes\tests\09-channels-whatsapp.spec.ts",38,"Expected: Section visible","OK",passed,8404,"D:\Meta implementations\E2e after Bugs Fixes\test-results\09-channels-whatsapp-Chann-de18f-on-Expected-Section-visible-chromium\test-finished-1.png"
59,,"TC-MS-001 | Page loads | Expected: Success","D:\Meta implementations\E2e after Bugs Fixes\tests\10-channels-messenger.spec.ts",6,"Expected: Success","OK",passed,8348,"D:\Meta implementations\E2e after Bugs Fixes\test-results\10-channels-messenger-Chan-f4206-Page-loads-Expected-Success-chromium\test-finished-1.png"
60,,"TC-MS-002 | URL messenger | Expected: path","D:\Meta implementations\E2e after Bugs Fixes\tests\10-channels-messenger.spec.ts",11,"Expected: path","OK",passed,8457,"D:\Meta implementations\E2e after Bugs Fixes\test-results\10-channels-messenger-Chan-66ba8-URL-messenger-Expected-path-chromium\test-finished-1.png"
61,,"TC-MS-003 | Messenger wording | Expected: Messenger or Facebook","D:\Meta implementations\E2e after Bugs Fixes\tests\10-channels-messenger.spec.ts",16,"Expected: Messenger or Facebook","OK",passed,7950,"D:\Meta implementations\E2e after Bugs Fixes\test-results\10-channels-messenger-Chan-8e8b3-ected-Messenger-or-Facebook-chromium\test-finished-1.png"
62,,"TC-MS-004 | Upgrade Now | Expected: Button visible","D:\Meta implementations\E2e after Bugs Fixes\tests\10-channels-messenger.spec.ts",22,"Expected: Button visible","OK",passed,8092,"D:\Meta implementations\E2e after Bugs Fixes\test-results\10-channels-messenger-Chan-6ce30-Now-Expected-Button-visible-chromium\test-finished-1.png"
63,,"TC-MS-005 | Click Upgrade Now | Expected: Modal or navigation","D:\Meta implementations\E2e after Bugs Fixes\tests\10-channels-messenger.spec.ts",28,"Expected: Modal or navigation","OK",passed,7707,"D:\Meta implementations\E2e after Bugs Fixes\test-results\10-channels-messenger-Chan-27a77-xpected-Modal-or-navigation-chromium\test-finished-1.png"
64,,"TC-MS-006 | Channel shell | Expected: Main visible","D:\Meta implementations\E2e after Bugs Fixes\tests\10-channels-messenger.spec.ts",37,"Expected: Main visible","OK",passed,9469,"D:\Meta implementations\E2e after Bugs Fixes\test-results\10-channels-messenger-Chan-3b3be-shell-Expected-Main-visible-chromium\test-finished-1.png"
65,,"TC-IG-001 | Page loads | Expected: Success","D:\Meta implementations\E2e after Bugs Fixes\tests\11-channels-instagram.spec.ts",6,"Expected: Success","OK",passed,8202,"D:\Meta implementations\E2e after Bugs Fixes\test-results\11-channels-instagram-Chan-02056-Page-loads-Expected-Success-chromium\test-finished-1.png"
66,,"TC-IG-002 | URL instagram | Expected: path","D:\Meta implementations\E2e after Bugs Fixes\tests\11-channels-instagram.spec.ts",11,"Expected: path","OK",passed,7983,"D:\Meta implementations\E2e after Bugs Fixes\test-results\11-channels-instagram-Chan-df8c5-URL-instagram-Expected-path-chromium\test-finished-1.png"
67,,"TC-IG-003 | Instagram wording | Expected: Instagram","D:\Meta implementations\E2e after Bugs Fixes\tests\11-channels-instagram.spec.ts",16,"Expected: Instagram","OK",passed,7827,"D:\Meta implementations\E2e after Bugs Fixes\test-results\11-channels-instagram-Chan-4e93a--wording-Expected-Instagram-chromium\test-finished-1.png"
68,,"TC-IG-004 | Upgrade Now | Expected: Control visible","D:\Meta implementations\E2e after Bugs Fixes\tests\11-channels-instagram.spec.ts",21,"Expected: Control visible","OK",passed,8754,"D:\Meta implementations\E2e after Bugs Fixes\test-results\11-channels-instagram-Chan-9df0e-ow-Expected-Control-visible-chromium\test-finished-1.png"
69,,"TC-IG-005 | Click Upgrade Now | Expected: Dialog or new view","D:\Meta implementations\E2e after Bugs Fixes\tests\11-channels-instagram.spec.ts",27,"Expected: Dialog or new view","OK",passed,8439,"D:\Meta implementations\E2e after Bugs Fixes\test-results\11-channels-instagram-Chan-0d022-Expected-Dialog-or-new-view-chromium\test-finished-1.png"
70,,"TC-IG-006 | Channel layout | Expected: Not empty body","D:\Meta implementations\E2e after Bugs Fixes\tests\11-channels-instagram.spec.ts",36,"Expected: Not empty body","OK",passed,8375,"D:\Meta implementations\E2e after Bugs Fixes\test-results\11-channels-instagram-Chan-270c1-out-Expected-Not-empty-body-chromium\test-finished-1.png"
71,,"TC-VA-001 | Page loads | Expected: Success","D:\Meta implementations\E2e after Bugs Fixes\tests\12-voice-ai-agent.spec.ts",6,"Expected: Success","OK",passed,8513,"D:\Meta implementations\E2e after Bugs Fixes\test-results\12-voice-ai-agent-Voice-—--7f70e-Page-loads-Expected-Success-chromium\test-finished-1.png"
72,,"TC-VA-002 | URL ai-agent | Expected: path","D:\Meta implementations\E2e after Bugs Fixes\tests\12-voice-ai-agent.spec.ts",11,"Expected: path","OK",passed,8041,"D:\Meta implementations\E2e after Bugs Fixes\test-results\12-voice-ai-agent-Voice-—--c5593--URL-ai-agent-Expected-path-chromium\test-finished-1.png"
73,,"TC-VA-003 | Voice / AI wording | Expected: Keywords","D:\Meta implementations\E2e after Bugs Fixes\tests\12-voice-ai-agent.spec.ts",16,"Expected: Keywords","OK",passed,7796,"D:\Meta implementations\E2e after Bugs Fixes\test-results\12-voice-ai-agent-Voice-—--b561e-I-wording-Expected-Keywords-chromium\test-finished-1.png"
74,,"TC-VA-004 | Upgrade Now | Expected: Visible","D:\Meta implementations\E2e after Bugs Fixes\tests\12-voice-ai-agent.spec.ts",22,"Expected: Visible","OK",passed,8161,"D:\Meta implementations\E2e after Bugs Fixes\test-results\12-voice-ai-agent-Voice-—--eda84-pgrade-Now-Expected-Visible-chromium\test-finished-1.png"
75,,"TC-VA-005 | Click Upgrade Now | Expected: Modal or route","D:\Meta implementations\E2e after Bugs Fixes\tests\12-voice-ai-agent.spec.ts",28,"Expected: Modal or route","OK",passed,8382,"D:\Meta implementations\E2e after Bugs Fixes\test-results\12-voice-ai-agent-Voice-—--1e7c1-Now-Expected-Modal-or-route-chromium\test-finished-1.png"
76,,"TC-VO-001 | Page loads | Expected: Success","D:\Meta implementations\E2e after Bugs Fixes\tests\13-voice-overview.spec.ts",6,"Expected: Success","OK",passed,7984,"D:\Meta implementations\E2e after Bugs Fixes\test-results\13-voice-overview-Voice-—--659d8-Page-loads-Expected-Success-chromium\test-finished-1.png"
77,,"TC-VO-002 | URL overview | Expected: path","D:\Meta implementations\E2e after Bugs Fixes\tests\13-voice-overview.spec.ts",11,"Expected: path","OK",passed,7767,"D:\Meta implementations\E2e after Bugs Fixes\test-results\13-voice-overview-Voice-—--a4cc5--URL-overview-Expected-path-chromium\test-finished-1.png"
78,,"TC-VO-003 | Overview KPI wording | Expected: Stats or overview","D:\Meta implementations\E2e after Bugs Fixes\tests\13-voice-overview.spec.ts",16,"Expected: Stats or overview","OK",passed,7742,"D:\Meta implementations\E2e after Bugs Fixes\test-results\13-voice-overview-Voice-—--d49b5--Expected-Stats-or-overview-chromium\test-finished-1.png"
79,,"TC-VO-004 | Upgrade Now | Expected: Visible","D:\Meta implementations\E2e after Bugs Fixes\tests\13-voice-overview.spec.ts",22,"Expected: Visible","OK",passed,8003,"D:\Meta implementations\E2e after Bugs Fixes\test-results\13-voice-overview-Voice-—--eb6f8-pgrade-Now-Expected-Visible-chromium\test-finished-1.png"
80,,"TC-VO-005 | Click Upgrade | Expected: UI responds","D:\Meta implementations\E2e after Bugs Fixes\tests\13-voice-overview.spec.ts",28,"Expected: UI responds","OK",passed,8417,"D:\Meta implementations\E2e after Bugs Fixes\test-results\13-voice-overview-Voice-—--bc5fe-pgrade-Expected-UI-responds-chromium\test-finished-1.png"
81,,"TC-VC-001 | Page loads | Expected: Success","D:\Meta implementations\E2e after Bugs Fixes\tests\14-voice-campaign.spec.ts",6,"Expected: Success","OK",passed,8132,"D:\Meta implementations\E2e after Bugs Fixes\test-results\14-voice-campaign-Voice-—--80161-Page-loads-Expected-Success-chromium\test-finished-1.png"
82,,"TC-VC-002 | URL campaign | Expected: path","D:\Meta implementations\E2e after Bugs Fixes\tests\14-voice-campaign.spec.ts",11,"Expected: path","OK",passed,8294,"D:\Meta implementations\E2e after Bugs Fixes\test-results\14-voice-campaign-Voice-—--6fcb3--URL-campaign-Expected-path-chromium\test-finished-1.png"
83,,"TC-VC-003 | Campaign wording | Expected: Campaign or outreach","D:\Meta implementations\E2e after Bugs Fixes\tests\14-voice-campaign.spec.ts",16,"Expected: Campaign or outreach","OK",passed,8047,"D:\Meta implementations\E2e after Bugs Fixes\test-results\14-voice-campaign-Voice-—--ef47f-pected-Campaign-or-outreach-chromium\test-finished-1.png"
